number,control,word,label
938, 0.4, k, 1
939, 0.0, wat, 1
940, 0.5882, do, 1
941, 0.875, fun, 1
942, 0.0, hmm, 1
943, 0.5, like, 1
944, 1.0, play, 1
945, 0.5, madden, 1
946, 0.0, ps2, 1
947, 0.0, Kewl, 1
948, 0.25, friend, 1
949, 0.0, borther, 1
950, 0.75, have, 1
951, 0.0, Kool, 1
952, 1.0, play, 1
953, 0.6667, love, 1
954, 0.875, game, 1
955, 0.5, think, 1
956, 0.5, be, 1
957, 0.0, gon, 1
958, 1.0, play, 1
959, 0.6667, get, 1
960, 0.0, xbox, 1
961, 0.0, Got, 1
962, 0.2857, ta, 1
963, 0.8235, go, 1
964, 0.6316, bye, 1
965, 0.0, lol, 1
966, 0.4, k, 1
967, 0.0, Haha, 1
968, 0.5, be, 1
969, 0.8, mess, 1
970, 0.0, lol, 1
971, 0.0, :-rrb-, 1
972, 1.0, play, 1
973, 0.0, Haha, 1
974, 0.7059, Press, 1
975, 0.4, button, 1
976, 0.0, wat, 1
977, 0.5882, do, 1
978, 0.0, lol, 1
979, 0.5, remove, 1
980, 0.0, Haha, 1
981, 0.5, remove, 1
982, 0.4, k, 1
983, 1.0, play, 1
984, 0.0, wid, 1
985, 0.2222, joystick, 1
986, 0.0, Haha, 1
987, 0.0, Haha, 1
988, 0.5882, do, 1
989, 0.25, wiggler, 1
990, 0.4, vibrate, 1
991, 0.0, ooo, 1
992, 0.0, Haha, 1
993, 0.0, Buzzzzzzz, 1
994, 0.0, Zzzz, 1
995, 0.2353, girl, 1
996, 0.2353, girl, 1
997, 0.3529, o, 1
998, 0.0, Haha, 1
999, 0.0, Hehe, 1
1000, 0.5, think, 1
1001, 0.75, have, 1
1002, 0.2222, joystick, 1
1003, 0.5882, do, 1
1004, 1.0, use, 1
1005, 0.8, want, 1
1006, 0.0, Hmmmm, 1
1007, 0.8, feel, 1
1008, 0.0, dont, 1
1009, 0.6667, mind, 1
1010, 0.0, Watever, 1
1011, 0.0, shoudl, 1
1012, 0.5882, do, 1
1013, 0.5, wit, 1
1014, 0.6364, make, 1
1015, 0.7059, shoot, 1
1016, 0.0, lol, 1
1017, 0.0, lol, 1
1018, 0.0, :-rrb-, 1
1019, 0.5, wont, 1
1020, 0.6364, make, 1
1021, 0.0, yhe, 1
1022, 0.4, button, 1
1023, 1.0, use, 1
1024, 0.5, instinct, 1
1025, 0.0, Haha, 1
1026, 0.5, be, 1
1027, 0.6667, stick, 1
1028, 0.5, Police, 1
1029, 0.8235, issue, 1
1030, 0.0, Haha, 1
1031, 0.7059, hurt, 1
1032, 0.5, people, 1
1033, 0.0, goona, 1
1034, 0.6316, beat, 1
1035, 0.5, wit, 1
1036, 0.0, hmmm, 1
1037, 0.0, Hehehe, 1
